1.279673435,1.198024474,1.559485063,1.58299589,0.007703367,0,0,0.034973753,0.134431802,0.166576523,0.229048447,0.5417542,0.186879551,0.373759102,0.49714005,0.455518905,0.443838933,0.338719186
5.51454432,0.655985263,0.234566151,0.269888776,0.020852857,0.007427416,0,0.07462921,0.152027151,0.196341219,0.226153256,0.1620721,0.29851684,0.378571491,0.559719075,0.634348286,0.559719075,0.708977496
8.570047356,2.390623335,0.296642004,0,0.181808257,0.029020661,0.069820242,0.199352395,0.156013217,0.066335575,0.225982597,0.326419307,0.276200952,0.376637662,0.451965195,0.627729437,0.50218355,0.627729437
15.38308054,6.682380681,1.900327835,0.24254032,0.003693085,0.02469208,0.087843778,0,0.045771515,0.08542779,0.223319804,0.224766044,0.313235231,0.493921468,0.485755607,0.398663021,0.612232497,0.640708427
13.2018245,10.98063682,3.04566873,0.669932703,0,0.030296776,0.000335091,0.014337488,0.019007136,0.048451126,0.157712366,0.057349951,0.473137099,0.704597266,0.633664733,0.501812075,0.372774684,0.415787148
5.924063928,7.963019387,3.83102169,1.411823585,0.009119287,0,0,0,0.034271627,0.008061926,0.040309629,0.102341289,0.241857773,0.523483569,0.532087101,0.306353179,0.36278666,0.395034363
2.320093178,4.960126618,4.176167952,2.572215191,0.200447078,0.003407006,0,0.010601925,0,0.022422001,0.017380593,0.052318003,0.059792004,0.16442801,0.590446035,0.50075803,0.530654032,0.49328403
1.07617057,1.328955695,3.314166189,1.16319802,0.11298753,0,0.005868452,0,0.009487243,0,0.039973592,0.074108,0.094872426,0.189744853,0.388976948,0.866012244,0.684599776,0.872826322
0.194370242,0.755859693,1.334758367,0.368101287,0.041875942,0.023902209,0,0.211206302,0.018993659,0,0.000283721,0.028490488,0.120383415,0.170942929,0.150843431,0.360879517,0.728732878,1.031403196
0.944214718,1.710945762,1.201742153,1.025002645,0.108803362,0.025149773,0.057200403,0,0.011520372,0,0.012213441,0.069617774,0.061067206,0.085494088,0.293122587,0.293122587,0.64731238,1.416759171
1.379973394,3.00730141,3.441728224,0.190141607,0.080474647,0.000558416,0,0.013982654,0,0.013982654,0.027965309,0.069913272,0.139826544,0.153809199,0.293635743,0.391514324,0.209739817,1.00675112
0,4.561304298,0.498511612,0.2997894,0,0,0,0.031614389,0.303275325,0.050778873,0,0.025389437,0.07616831,0.253894366,0.304673239,0.228504929,0.583957041,0.634735914
0,1.332317464,0.223823841,0,0,0,0,0,0.012140682,0.022530965,0,0,0.101245375,0.101245375,0.371233042,0.506226876,0.472478417,0.911208376
0,1.88325676,0,0,0,0,0,0,0.129481532,0,0.028885527,0,0.144427636,0.144427636,0.173313163,0.231084218,0.404397381,0.288855272
0.142508001,0.142508001,0.142508001,0.142508001,0,0,0,0,0,0,0,0.134782096,0.134782096,0.269564192,0.269564192,0.269564192,0.134782096,1.213038864
